Regions;YYMM;YY;MM;Capa_Thermique;Capa_Solaire;Capa_Hydraulique;Capa_Nucleaire;Capa_Eolien;Capa_Renouvelable;Capa_Totale
NlleA;2107;21;7;0;3028.806452;1764;6630;1250.322581;6043.129032;12673.12903
NlleA;2108;21;8;0;3072.193548;1764;6630;1261.709677;6097.903226;12727.90323
NlleA;2109;21;9;0;3114.9;1764;6630;1272.9;6151.8;12781.8
NlleA;2110;21;10;0;3157.612903;1764;6630;1284.129032;6205.741935;12835.74194
O;1301;13;1;0;758.7419355;5396;2620;857.8387097;7012.580645;9632.580645
O;1302;13;2;0;773.5;5396;2620;859.5;7029;9649
O;1303;13;3;0;788.2580645;5396;2620;861.1290323;7045.387097;9665.387097
O;1304;13;4;0;803.5;5396;2620;862.7333333;7062.233333;9682.233333
O;1305;13;5;0;818.2580645;5396;2620;864.483871;7078.741935;9698.741935
O;1306;13;6;0;833.5;5396;2620;866.1333333;7095.633333;9715.633333
O;1307;13;7;0;848.7419355;5396;2620;867.7741935;7112.516129;9732.516129
O;1308;13;8;0;864.2580645;5396;2620;869.483871;7129.741935;9749.741935
O;1309;13;9;0;879;5396;2620;871.2;7146.2;9766.2
O;1310;13;10;0;894.2580645;5396;2620;872.8064516;7163.064516;9783.064516
O;1311;13;11;0;909.5;5396;2620;874.5;7180;9800
O;1312;13;12;0;924.7419355;5396;2620;876.2258065;7196.967742;9816.967742
O;1401;14;1;0;940.2580645;5396;2620;879.483871;7215.741935;9835.741935
O;1402;14;2;0;955;5396;2620;884.0714286;7235.071429;9855.071429
O;1403;14;3;0;969.7419355;5396;2620;888.7096774;7254.451613;9874.451613
O;1404;14;4;0;985;5396;2620;893.4666667;7274.466667;9894.466667
O;1405;14;5;0;1000.741935;5396;2620;898.2258065;7294.967742;9914.967742
O;1406;14;6;0;1016;5396;2620;903;7315;9935
O;1407;14;7;0;1031.258065;5396;2620;907.7741935;7335.032258;9955.032258
O;1408;14;8;0;1046.741935;5396;2620;912.6129032;7355.354839;9975.354839
O;1409;14;9;0;1062.5;5396;2620;917.3666667;7375.866667;9995.866667
O;1410;14;10;0;1077.741935;5396;2620;922.1290323;7395.870968;10015.87097
O;1411;14;11;0;1093;5396;2620;926.9333333;7415.933333;10035.93333
O;1412;14;12;0;1108.258065;5396;2620;931.6774194;7435.935484;10055.93548
O;1501;15;1;0;1123.129032;5396;2620;938.5806452;7457.709677;10077.70968
O;1502;15;2;0;1136.321429;5396;2620;947;7479.321429;10099.32143
O;1503;15;3;0;1149.483871;5396;2620;955.4193548;7500.903226;10120.90323
O;1504;15;4;0;1163.133333;5396;2620;964;7523.133333;10143.13333
O;1505;15;5;0;1176.741935;5396;2620;972.7096774;7545.451613;10165.45161
O;1506;15;6;0;1190.333333;5396;2620;981.4333333;7567.766667;10187.76667
O;1507;15;7;0;1204;5396;2620;990.1290323;7590.129032;10210.12903
O;1508;15;8;0;1217.806452;5396;2620;999;7612.806452;10232.80645
O;1509;15;9;0;1231.433333;5396;2620;1007.733333;7635.166667;10255.16667
O;1510;15;10;0;1245.064516;5396;2620;1016.290323;7657.354839;10277.35484
O;1511;15;11;0;1258.666667;5396;2620;1025;7679.666667;10299.66667
O;1512;15;12;0;1272.322581;5396;2620;1033.709677;7702.032258;10322.03226
O;1601;16;1;0;1287.741935;5396;2620;1043.548387;7727.290323;10347.29032
O;1602;16;2;0;1304;5396;2620;1053.931034;7753.931034;10373.93103
O;1603;16;3;0;1320.290323;5396;2620;1064.387097;7780.677419;10400.67742
O;1604;16;4;0;1336.933333;5396;2620;1074.966667;7807.9;10427.9
O;1605;16;5;0;1353.483871;5396;2620;1085.516129;7835;10455
O;1606;16;6;0;1370.066667;5396;2620;1096.1;7862.166667;10482.16667
O;1607;16;7;0;1386.677419;5396;2620;1106.741935;7889.419355;10509.41935
O;1608;16;8;0;1403.516129;5396;2620;1117.483871;7917;10537
O;1609;16;9;0;1420.066667;5396;2620;1128.033333;7944.1;10564.1
O;1610;16;10;0;1436.709677;5396;2620;1138.612903;7971.322581;10591.32258
O;1611;16;11;0;1453.266667;5396;2620;1149.233333;7998.5;10618.5
O;1612;16;12;0;1469.806452;5396;2620;1159.806452;8025.612903;10645.6129
O;1701;17;1;0;1484.064516;5396;2620;1175.258065;8055.322581;10675.32258
O;1702;17;2;0;1495.107143;5396;2620;1194.178571;8085.285714;10705.28571
O;1703;17;3;0;1506.193548;5396;2620;1213.064516;8115.258065;10735.25806
O;1704;17;4;0;1517.633333;5396;2620;1232.633333;8146.266667;10766.26667
O;1705;17;5;0;1529.064516;5396;2620;1252.193548;8177.258065;10797.25806
O;1706;17;6;0;1540.5;5396;2620;1271.7;8208.2;10828.2
O;1707;17;7;0;1551.935484;5396;2620;1291.322581;8239.258065;10859.25806
O;1708;17;8;0;1563.548387;5396;2620;1311.193548;8270.741935;10890.74194
O;1709;17;9;0;1575;5396;2620;1330.7;8301.7;10921.7
O;1710;17;10;0;1586.451613;5396;2620;1350.290323;8332.741935;10952.74194
O;1711;17;11;0;1597.866667;5396;2620;1369.833333;8363.7;10983.7
O;1712;17;12;0;1609.322581;5396;2620;1389.387097;8394.709677;11014.70968
O;1801;18;1;0;1623.741935;5396;2620;1404.548387;8424.290323;11044.29032
O;1802;18;2;0;1639.821429;5396;2620;1414.821429;8450.642857;11070.64286
O;1803;18;3;0;1655.903226;5396;2620;1425.096774;8477;11097
O;1804;18;4;0;1672.533333;5396;2620;1435.7;8504.233333;11124.23333
O;1805;18;5;0;1689.193548;5396;2620;1446.290323;8531.483871;11151.48387
O;1806;18;6;0;1705.833333;5396;2620;1456.933333;8558.766667;11178.76667
O;1807;18;7;0;1722.354839;5396;2620;1467.548387;8585.903226;11205.90323
O;1808;18;8;0;1739.258065;5396;2620;1478.354839;8613.612903;11233.6129
O;1809;18;9;0;1755.933333;5396;2620;1488.966667;8640.9;11260.9
O;1810;18;10;0;1772.548387;5396;2620;1499.548387;8668.096774;11288.09677
O;1811;18;11;0;1789.166667;5396;2620;1510.166667;8695.333333;11315.33333
O;1812;18;12;0;1805.806452;5396;2620;1520.806452;8722.612903;11342.6129
O;1901;19;1;0;1822.741935;5396;2620;1530.580645;8749.322581;11369.32258
O;1902;19;2;0;1838.821429;5396;2620;1539;8773.821429;11393.82143
O;1903;19;3;0;1854.903226;5396;2620;1547.419355;8798.322581;11418.32258
O;1904;19;4;0;1871.533333;5396;2620;1556;8823.533333;11443.53333
O;1905;19;5;0;1888.193548;5396;2620;1564.709677;8848.903226;11468.90323
O;1906;19;6;0;1904.833333;5396;2620;1573.433333;8874.266667;11494.26667
O;1907;19;7;0;1921.354839;5396;2620;1582.129032;8899.483871;11519.48387
O;1908;19;8;0;1938.258065;5396;2620;1591;8925.258065;11545.25806
O;1909;19;9;0;1954.933333;5396;2620;1599.733333;8950.666667;11570.66667
O;1910;19;10;0;1971.548387;5396;2620;1608.290323;8975.83871;11595.83871
O;1911;19;11;0;1988.166667;5396;2620;1617;9001.166667;11621.16667
O;1912;19;12;0;2004.806452;5396;2620;1625.709677;9026.516129;11646.51613
O;2001;20;1;0;2019.387097;5396;2620;1631.225806;9046.612903;11666.6129
O;2002;20;2;0;2031.413793;5396;2620;1633.689655;9061.103448;11681.10345
O;2003;20;3;0;2043.612903;5396;2620;1636;9075.612903;11695.6129
O;2004;20;4;0;2055.8;5396;2620;1638.433333;9090.233333;11710.23333
O;2005;20;5;0;2068;5396;2620;1640.870968;9104.870968;11724.87097
O;2006;20;6;0;2080.2;5396;2620;1643.233333;9119.433333;11739.43333
O;2007;20;7;0;2092.612903;5396;2620;1645.741935;9134.354839;11754.35484
O;2008;20;8;0;2105;5396;2620;1648.129032;9149.129032;11769.12903
O;2009;20;9;0;2117.2;5396;2620;1650.566667;9163.766667;11783.76667
O;2010;20;10;0;2129.419355;5396;2620;1653;9178.419355;11798.41935
O;2011;20;11;0;2141.8;5396;2620;1655.366667;9193.166667;11813.16667
O;2012;20;12;0;2154;5396;2620;1657.83871;9207.83871;11827.83871
O;2101;21;1;0;2180.290323;5396;2620;1655.709677;9232;11852
O;2102;21;2;0;2217.714286;5396;2620;1649.535714;9263.25;11883.25
O;2103;21;3;0;2255.129032;5396;2620;1643.387097;9294.516129;11914.51613
O;2104;21;4;0;2293.833333;5396;2620;1637.033333;9326.866667;11946.86667
O;2105;21;5;0;2332.516129;5396;2620;1630.709677;9359.225806;11979.22581
O;2106;21;6;0;2371.2;5396;2620;1624.333333;9391.533333;12011.53333
O;2107;21;7;0;2409.903226;5396;2620;1617.967742;9423.870968;12043.87097
O;2108;21;8;0;2449.193548;5396;2620;1611.516129;9456.709677;12076.70968
O;2109;21;9;0;2487.9;5396;2620;1605.166667;9489.066667;12109.06667
O;2110;21;10;0;2526.612903;5396;2620;1598.83871;9521.451613;12141.45161
PACA;1301;13;1;825;535.8709677;3256;0;47;3838.870968;4663.870968
PACA;1302;13;2;825;546.7142857;3256;0;47;3849.714286;4674.714286
PACA;1303;13;3;825;557.516129;3256;0;47;3860.516129;4685.516129
PACA;1304;13;4;825;568.7333333;3256;0;46.03333333;3870.766667;4695.766667
PACA;1305;13;5;825;579.9032258;3256;0;46;3881.903226;4706.903226
PACA;1306;13;6;825;591.1333333;3256;0;46;3893.133333;4718.133333
PACA;1307;13;7;825;602.3225806;3256;0;46;3904.322581;4729.322581
PACA;1308;13;8;825;613.7096774;3256;0;46;3915.709677;4740.709677
PACA;1309;13;9;825;624.9;3256;0;46;3926.9;4751.9
PACA;1310;13;10;825;636.1290323;3256;0;45;3937.129032;4762.129032
PACA;1311;13;11;825;647.3;3256;0;45;3948.3;4773.3
PACA;1312;13;12;825;658.483871;3256;0;45;3959.483871;4784.483871
PACA;1401;14;1;814.9178082;668.483871;3256;0;45;3969.483871;4794.483871
PACA;1402;14;2;796.3287671;676.7142857;3256;0;45;3977.714286;4802.714286
PACA;1403;14;3;777.739726;684.9677419;3256;0;45;3985.967742;4810.967742
PACA;1404;14;4;758.5205479;693.5;3256;0;45.96666667;3995.466667;4820.466667
PACA;1405;14;5;739.3013699;702;3256;0;46;4004;4829
PACA;1406;14;6;720.0821918;710.5333333;3256;0;46;4012.533333;4837.533333
PACA;1407;14;7;700.8630137;719.0322581;3256;0;46;4021.032258;4846.032258
PACA;1408;14;8;681.3287671;727.7419355;3256;0;46;4029.741935;4854.741935
PACA;1409;14;9;662.109589;736.2;3256;0;46;4038.2;4863.2
PACA;1410;14;10;642.890411;744.7741935;3256;0;47;4047.774194;4872.774194
PACA;1411;14;11;623.6712329;753.2666667;3256;0;47;4056.266667;4881.266667
PACA;1412;14;12;604.4520548;761.8064516;3256;0;47;4064.806452;4889.806452
PACA;1501;15;1;595;770.516129;3256;0;47;4073.516129;4898.516129
PACA;1502;15;2;595;778.8571429;3256;0;47;4081.857143;4906.857143
PACA;1503;15;3;595;787.1290323;3256;0;47.96774194;4091.096774;4916.096774
PACA;1504;15;4;595;795.8;3256;0;48;4099.8;4924.8
PACA;1505;15;5;595;804.3870968;3256;0;48;4108.387097;4933.387097
PACA;1506;15;6;595;813;3256;0;48;4117;4942
PACA;1507;15;7;595;821.5806452;3256;0;48.96774194;4126.548387;4951.548387
PACA;1508;15;8;595;830.3225806;3256;0;49;4135.322581;4960.322581
PACA;1509;15;9;595;838.9333333;3256;0;49;4143.933333;4968.933333
PACA;1510;15;10;595;847.5806452;3256;0;49;4152.580645;4977.580645
PACA;1511;15;11;595;856.1333333;3256;0;50;4162.133333;4987.133333
PACA;1512;15;12;595;864.7741935;3256;0;50;4170.774194;4995.774194
PACA;1601;16;1;595;872.2903226;3256;0;50;4178.290323;5003.290323
PACA;1602;16;2;595;878.5517241;3256;0;50;4184.551724;5009.551724
PACA;1603;16;3;595;884.7741935;3256;0;50;4190.774194;5015.774194
PACA;1604;16;4;595;891.1333333;3256;0;50;4197.133333;5022.133333
PACA;1605;16;5;595;897.4516129;3256;0;50;4203.451613;5028.451613
PACA;1606;16;6;595;903.8;3256;0;50;4209.8;5034.8
PACA;1607;16;7;595;910.0967742;3256;0;50;4216.096774;5041.096774
PACA;1608;16;8;595;916.5483871;3256;0;50;4222.548387;5047.548387
PACA;1609;16;9;595;922.8666667;3256;0;50;4228.866667;5053.866667
PACA;1610;16;10;595;929.2258065;3256;0;50;4235.225806;5060.225806
PACA;1611;16;11;595;935.5666667;3256;0;50;4241.566667;5066.566667
PACA;1612;16;12;595;941.9032258;3256;0;50;4247.903226;5072.903226
PACA;1701;17;1;595;952.2258065;3256;0;50;4258.225806;5083.225806
PACA;1702;17;2;595;965.5714286;3256;0;50;4271.571429;5096.571429
PACA;1703;17;3;595;978.9032258;3256;0;50;4284.903226;5109.903226
PACA;1704;17;4;595;992.6666667;3256;0;50;4298.666667;5123.666667
PACA;1705;17;5;595;1006.483871;3256;0;50;4312.483871;5137.483871
PACA;1706;17;6;595;1020.266667;3256;0;50;4326.266667;5151.266667
PACA;1707;17;7;595;1034.064516;3256;0;50;4340.064516;5165.064516
PACA;1708;17;8;595;1048.064516;3256;0;50;4354.064516;5179.064516
PACA;1709;17;9;595;1061.866667;3256;0;50;4367.866667;5192.866667
PACA;1710;17;10;595;1075.645161;3256;0;50;4381.645161;5206.645161
PACA;1711;17;11;595;1089.433333;3256;0;50;4395.433333;5220.433333
PACA;1712;17;12;595;1103.225806;3256;0;50;4409.225806;5234.225806
PACA;1801;18;1;595;1114.967742;3256;0;50;4420.967742;5245.967742
PACA;1802;18;2;595;1124.178571;3256;0;50;4430.178571;5255.178571
PACA;1803;18;3;595;1133.419355;3256;0;50;4439.419355;5264.419355
PACA;1804;18;4;595;1142.933333;3256;0;49.03333333;4447.966667;5272.966667
PACA;1805;18;5;595;1152.483871;3256;0;49;4457.483871;5282.483871
PACA;1806;18;6;595;1162;3256;0;49;4467;5292
PACA;1807;18;7;595;1171.516129;3256;0;49;4476.516129;5301.516129
PACA;1808;18;8;595;1181.225806;3256;0;49;4486.225806;5311.225806
PACA;1809;18;9;595;1190.733333;3256;0;49;4495.733333;5320.733333
PACA;1810;18;10;595;1200.290323;3256;0;48;4504.290323;5329.290323
PACA;1811;18;11;595;1209.8;3256;0;48;4513.8;5338.8
PACA;1812;18;12;595;1219.354839;3256;0;48;4523.354839;5348.354839
PACA;1901;19;1;595;1228.870968;3256;0;48;4532.870968;5357.870968
PACA;1902;19;2;595;1237.857143;3256;0;48;4541.857143;5366.857143
PACA;1903;19;3;595;1246.806452;3256;0;48;4550.806452;5375.806452
PACA;1904;19;4;595;1256.066667;3256;0;48;4560.066667;5385.066667
PACA;1905;19;5;595;1265.354839;3256;0;48;4569.354839;5394.354839
PACA;1906;19;6;595;1274.633333;3256;0;48;4578.633333;5403.633333
PACA;1907;19;7;595;1283.903226;3256;0;48;4587.903226;5412.903226
PACA;1908;19;8;595;1293.354839;3256;0;48;4597.354839;5422.354839
PACA;1909;19;9;595;1302.633333;3256;0;48;4606.633333;5431.633333
PACA;1910;19;10;595;1311.870968;3256;0;48;4615.870968;5440.870968
PACA;1911;19;11;595;1321.166667;3256;0;48;4625.166667;5450.166667
PACA;1912;19;12;595;1330.419355;3256;0;48;4634.419355;5459.419355
PACA;2001;20;1;595;1339.419355;3256;0;50.12903226;4645.548387;5470.548387
PACA;2002;20;2;595;1347.689655;3256;0;54.13793103;4657.827586;5482.827586
PACA;2003;20;3;595;1355.967742;3256;0;58.19354839;4670.16129;5495.16129
PACA;2004;20;4;595;1364.366667;3256;0;62.26666667;4682.633333;5507.633333
PACA;2005;20;5;595;1372.806452;3256;0;66.32258065;4695.129032;5520.129032
PACA;2006;20;6;595;1381.2;3256;0;70.4;4707.6;5532.6
PACA;2007;20;7;595;1389.677419;3256;0;74.5483871;4720.225806;5545.225806
PACA;2008;20;8;595;1398.193548;3256;0;78.67741935;4732.870968;5557.870968
PACA;2009;20;9;595;1406.633333;3256;0;82.73333333;4745.366667;5570.366667
PACA;2010;20;10;595;1415.032258;3256;0;86.80645161;4757.83871;5582.83871
PACA;2011;20;11;595;1423.433333;3256;0;90.93333333;4770.366667;5595.366667
PACA;2012;20;12;595;1431.870968;3256;0;95;4782.870968;5607.870968
PACA;2101;21;1;595;1445.516129;3256;0;97;4798.516129;5613.433937
PACA;2102;21;2;595;1463.071429;3256;0;97;4816.071429;5612.400196
PACA;2103;21;3;595;1480.612903;3256;0;97;4833.612903;5611.352629
PACA;2104;21;4;595;1498.7;3256;0;97;4851.7;5610.220548
PACA;2105;21;5;595;1516.870968;3256;0;97;4869.870968;5609.172338
PACA;2106;21;6;595;1535;3256;0;97;4888;5608.082192
PACA;2107;21;7;595;1553.096774;3256;0;97;4906.096774;5606.959788
PACA;2108;21;8;595;1571.548387;3256;0;97;4924.548387;5605.877154
PACA;2109;21;9;595;1589.7;3256;0;97;4942.7;5604.809589
PACA;2110;21;10;595;1607.806452;3256;0;97;4960.806452;5603.696863
PDL;1301;13;1;1200;261.3548387;10;0;484.8387097;756.1935484;1956.193548
PDL;1302;13;2;1200;263.8928571;10;0;490.1071429;764;1964
PDL;1303;13;3;1200;266.3548387;10;0;495.3548387;771.7096774;1971.709677
PDL;1304;13;4;1200;268.9666667;10;0;500.7666667;779.7333333;1979.733333
PDL;1305;13;5;1200;271.5483871;10;0;506.2580645;787.8064516;1987.806452
PDL;1306;13;6;1200;274.1333333;10;0;511.6333333;795.7666667;1995.766667
PDL;1307;13;7;1200;276.7419355;10;0;517.0967742;803.8387097;2003.83871
PDL;1308;13;8;1200;279.3548387;10;0;522.5806452;811.9354839;2011.935484
PDL;1309;13;9;1200;281.9666667;10;0;528.0333333;820;2020
PDL;1310;13;10;1200;284.5483871;10;0;533.483871;828.0322581;2028.032258
PDL;1311;13;11;1200;287.1;10;0;538.8666667;835.9666667;2035.966667
PDL;1312;13;12;1200;289.7419355;10;0;544.3548387;844.0967742;2044.096774
PDL;1401;14;1;1200;293.5806452;10;0;548.3548387;851.9354839;2051.935484
PDL;1402;14;2;1200;298.3214286;10;0;550.8928571;859.2142857;2059.214286
PDL;1403;14;3;1200;303.1290323;10;0;553.3548387;866.483871;2066.483871
PDL;1404;14;4;1200;308.0333333;10;0;555.9666667;874;2074
PDL;1405;14;5;1200;312.9677419;10;0;558.5483871;881.516129;2081.516129
PDL;1406;14;6;1200;317.9333333;10;0;561.1333333;889.0666667;2089.066667
PDL;1407;14;7;1200;322.8387097;10;0;563.7419355;896.5806452;2096.580645
PDL;1408;14;8;1200;327.8709677;10;0;566.3548387;904.2258065;2104.225806
PDL;1409;14;9;1200;332.8;10;0;568.9666667;911.7666667;2111.766667
PDL;1410;14;10;1200;337.7096774;10;0;571.5483871;919.2580645;2119.258065
PDL;1411;14;11;1200;342.6666667;10;0;574.1;926.7666667;2126.766667
PDL;1412;14;12;1200;347.5806452;10;0;576.7419355;934.3225806;2134.322581
PDL;1501;15;1;1200;351.2258065;10;0;580.3548387;941.5806452;2141.580645
PDL;1502;15;2;1200;353.6428571;10;0;584.75;948.3928571;2148.392857
PDL;1503;15;3;1200;355.9677419;10;0;589.0967742;955.0645161;2155.064516
PDL;1504;15;4;1200;358.3666667;10;0;593.6;961.9666667;2161.966667
PDL;1505;15;5;1200;360.8387097;10;0;598.0967742;968.9354839;2168.935484
PDL;1506;15;6;1200;363.2;10;0;602.6333333;975.8333333;2175.833333
PDL;1507;15;7;1200;365.6774194;10;0;607.1290323;982.8064516;2182.806452
PDL;1508;15;8;1200;368.0967742;10;0;611.7741935;989.8709677;2189.870968
PDL;1509;15;9;1200;370.5333333;10;0;616.2333333;996.7666667;2196.766667
PDL;1510;15;10;1200;372.9677419;10;0;620.7741935;1003.741935;2203.741935
PDL;1511;15;11;1200;375.3666667;10;0;625.2333333;1010.6;2210.6
PDL;1512;15;12;1200;377.8387097;10;0;629.8064516;1017.645161;2217.645161
PDL;1601;16;1;1200;380.483871;10;0;636.4193548;1026.903226;2226.903226
PDL;1602;16;2;1200;383.2413793;10;0;644.6896552;1037.931034;2237.931034
PDL;1603;16;3;1200;386.0645161;10;0;652.9677419;1049.032258;2249.032258
PDL;1604;16;4;1200;388.9;10;0;661.3666667;1060.266667;2260.266667
PDL;1605;16;5;1200;391.7419355;10;0;669.8064516;1071.548387;2271.548387
PDL;1606;16;6;1200;394.5666667;10;0;678.2;1082.766667;2282.766667
PDL;1607;16;7;1200;397.3870968;10;0;686.6774194;1094.064516;2294.064516
PDL;1608;16;8;1200;400.2580645;10;0;695.1935484;1105.451613;2305.451613
PDL;1609;16;9;1200;403.1;10;0;703.6333333;1116.733333;2316.733333
PDL;1610;16;10;1200;405.9354839;10;0;712.0322581;1127.967742;2327.967742
PDL;1611;16;11;1200;408.8;10;0;720.4333333;1139.233333;2339.233333
PDL;1612;16;12;1200;411.6129032;10;0;728.8709677;1150.483871;2350.483871
PDL;1701;17;1;1200;415.1935484;10;0;736.8709677;1162.064516;2362.064516
PDL;1702;17;2;1200;419.25;10;0;744.0714286;1173.321429;2373.321429
PDL;1703;17;3;1200;423.2580645;10;0;751.3225806;1184.580645;2384.580645
PDL;1704;17;4;1200;427.4333333;10;0;758.7333333;1196.166667;2396.166667
PDL;1705;17;5;1200;431.6451613;10;0;766.1612903;1207.806452;2407.806452
PDL;1706;17;6;1200;435.8333333;10;0;773.6;1219.433333;2419.433333
PDL;1707;17;7;1200;439.9677419;10;0;781.0322581;1231;2431
PDL;1708;17;8;1200;444.2258065;10;0;788.6129032;1242.83871;2442.83871
PDL;1709;17;9;1200;448.4;10;0;796;1254.4;2454.4
PDL;1710;17;10;1200;452.6129032;10;0;803.4516129;1266.064516;2466.064516
PDL;1711;17;11;1200;456.7666667;10;0;810.9;1277.666667;2477.666667
PDL;1712;17;12;1200;460.9354839;10;0;818.3870968;1289.322581;2489.322581
PDL;1801;18;1;1200;464.4516129;10;0;825.8709677;1300.322581;2500.322581
PDL;1802;18;2;1200;467.1071429;10;0;833.0714286;1310.178571;2510.178571
PDL;1803;18;3;1200;469.8387097;10;0;840.3225806;1320.16129;2520.16129
PDL;1804;18;4;1200;472.5;10;0;847.7333333;1330.233333;2530.233333
PDL;1805;18;5;1200;475.2580645;10;0;855.1612903;1340.419355;2540.419355
PDL;1806;18;6;1200;478.0333333;10;0;862.6;1350.633333;2550.633333
PDL;1807;18;7;1200;480.8387097;10;0;870.0322581;1360.870968;2560.870968
PDL;1808;18;8;1200;483.6451613;10;0;877.6129032;1371.258065;2571.258065
PDL;1809;18;9;1200;486.4;10;0;885;1381.4;2581.4
PDL;1810;18;10;1200;489.0645161;10;0;892.4516129;1391.516129;2591.516129
PDL;1811;18;11;1200;491.9;10;0;899.9;1401.8;2601.8
PDL;1812;18;12;1200;494.6451613;10;0;907.3870968;1412.032258;2612.032258
PDL;1901;19;1;1200;498.7419355;10;0;915.4193548;1424.16129;2624.16129
PDL;1902;19;2;1200;503.6785714;10;0;923.5714286;1437.25;2637.25
PDL;1903;19;3;1200;508.5806452;10;0;931.7741935;1450.354839;2650.354839
PDL;1904;19;4;1200;513.6666667;10;0;940.2;1463.866667;2663.866667
PDL;1905;19;5;1200;518.7419355;10;0;948.6451613;1477.387097;2677.387097
PDL;1906;19;6;1200;523.8333333;10;0;957.0666667;1490.9;2690.9
PDL;1907;19;7;1200;528.9032258;10;0;965.516129;1504.419355;2704.419355
PDL;1908;19;8;1200;534.0967742;10;0;974.0645161;1518.16129;2718.16129
PDL;1909;19;9;1200;539.1666667;10;0;982.5333333;1531.7;2731.7
PDL;1910;19;10;1200;544.2580645;10;0;990.9677419;1545.225806;2745.225806
PDL;1911;19;11;1200;549.3333333;10;0;999.4;1558.733333;2758.733333
PDL;1912;19;12;1200;554.4193548;10;0;1007.870968;1572.290323;2772.290323
PDL;2001;20;1;1200;559.516129;10;0;1014.580645;1584.096774;2784.096774
PDL;2002;20;2;1200;564.2758621;10;0;1019.413793;1593.689655;2793.689655
PDL;2003;20;3;1200;569.0322581;10;0;1024.258065;1603.290323;2803.290323
PDL;2004;20;4;1200;573.9;10;0;1029.166667;1613.066667;2813.066667
PDL;2005;20;5;1200;578.7096774;10;0;1034.096774;1622.806452;2822.806452
PDL;2006;20;6;1200;583.5666667;10;0;1039;1632.566667;2832.566667
PDL;2007;20;7;1200;588.3548387;10;0;1043.935484;1642.290323;2842.290323
PDL;2008;20;8;1200;593.2903226;10;0;1048.903226;1652.193548;2852.193548
PDL;2009;20;9;1200;598.1;10;0;1053.833333;1661.933333;2861.933333
PDL;2010;20;10;1200;602.9677419;10;0;1058.741935;1671.709677;2871.709677
PDL;2011;20;11;1200;607.8;10;0;1063.666667;1681.466667;2881.466667
PDL;2012;20;12;1200;612.6451613;10;0;1068.580645;1691.225806;2891.225806
PDL;2101;21;1;1200;621.1612903;10;0;1075.129032;1706.290323;2906.290323
PDL;2102;21;2;1200;632.4285714;10;0;1082.714286;1725.142857;2925.142857
PDL;2103;21;3;1200;643.7741935;10;0;1090.322581;1744.096774;2944.096774
PDL;2104;21;4;1200;655.4666667;10;0;1098.166667;1763.633333;2963.633333
PDL;2105;21;5;1200;667.1612903;10;0;1106.032258;1783.193548;2983.193548
PDL;2106;21;6;1200;678.8666667;10;0;1113.866667;1802.733333;3002.733333
PDL;2107;21;7;1200;690.5483871;10;0;1121.741935;1822.290323;3022.290323
PDL;2108;21;8;1200;702.4516129;10;0;1129.709677;1842.16129;3042.16129
PDL;2109;21;9;1200;714.1666667;10;0;1137.566667;1861.733333;3061.733333
PDL;2110;21;10;1200;725.8387097;10;0;1145.419355;1881.258065;3081.258065
