Regions;YYMM;YY;MM;Temperature;Vent;Humidite;Precipitations
NlleA;2109;21;9;18.86666667;3.3125;74.07916667;1.045833333
NlleA;2110;21;10;13.25403226;4.491935484;77.42741935;0.467741935
O;1301;13;1;4.983870968;4.669354839;75.31451613;1.540322581
O;1302;13;2;4.513392857;5.892857143;69.66964286;1.174107143
O;1303;13;3;8.629032258;4.887096774;74.41129032;1.891129032
O;1304;13;4;11.09166667;4.741666667;70.125;1.2625
O;1305;13;5;12.54435484;5.177419355;67.89112903;1.782258065
O;1306;13;6;17.5375;5.470833333;63.99166667;1.054166667
O;1307;13;7;23.36290323;3.375;60.86693548;0.794354839
O;1308;13;8;21.61693548;4.411290323;56.76612903;0.60483871
O;1309;13;9;18.43333333;4.354166667;65.8875;0.841666667
O;1310;13;10;15.84677419;4.379032258;73.20564516;0.967741935
O;1311;13;11;8.1875;6.354166667;70.23333333;2.320833333
O;1312;13;12;6.370967742;4.064516129;74.59274194;0.524193548
O;1401;14;1;7.762096774;3.915322581;83.5766129;1.625
O;1402;14;2;7.513392857;4.745535714;76.25;1.071428571
O;1403;14;3;9.790322581;5.072580645;65.37096774;0.89516129
O;1404;14;4;13.55;4.875;66.60416667;1.1625
O;1405;14;5;14.60080645;6.004032258;63.98387097;1.181451613
O;1406;14;6;20.36666667;4.766666667;58.66666667;1.291666667
O;1407;14;7;20.55241935;5.137096774;67.57258065;1.322580645
O;1408;14;8;19.79032258;3.721774194;69.09274194;1.237903226
O;1409;14;9;19.3625;3.554166667;70.00416667;2.616666667
O;1410;14;10;16.59677419;3.620967742;75.47983871;0.47983871
O;1411;14;11;11.8625;4.05;83.125;2.6875
O;1412;14;12;6.302419355;5.689516129;73.875;1.012096774
O;1501;15;1;5.733870968;4.899193548;71.12096774;0.822580645
O;1502;15;2;4.879464286;5.955357143;69.79464286;1.223214286
O;1503;15;3;9.685483871;5.310483871;70.21370968;1.254032258
O;1504;15;4;13.17916667;4.383333333;64.07916667;1.129166667
O;1505;15;5;16.37096774;5.612903226;61.75403226;0.552419355
O;1506;15;6;21.17916667;4.35;58.95;1.383333333
O;1507;15;7;23.58870968;4.641129032;53.79032258;0.641129032
O;1508;15;8;21.50403226;4.10483871;64.63306452;1.782258065
O;1509;15;9;16.79166667;4.429166667;65.13333333;0.9125
O;1510;15;10;13.2016129;3.766129032;74.93145161;0.75
O;1511;15;11;11.09583333;4.316666667;72.69166667;1.145833333
O;1512;15;12;9.294354839;2.717741935;81.60080645;0.153225806
O;1601;16;1;7.669354839;3.516129032;79.22580645;1.181451613
O;1602;16;2;7.702586207;5.400862069;70.5387931;1.5
O;1603;16;3;8.423387097;5.540322581;67.38306452;0.975806452
O;1604;16;4;11.74166667;5.308333333;64.90833333;1.275
O;1605;16;5;14.85483871;5.693548387;66.15322581;1.282258065
O;1606;16;6;19.025;4.45;62.45;0.658333333
O;1607;16;7;21.86693548;4.818548387;56.31854839;1
O;1608;16;8;22.06854839;4.403225806;54.87096774;0.419354839
O;1609;16;9;19.87916667;4.158333333;59.01666667;0.658333333
O;1610;16;10;13.76209677;3.387096774;71.40725806;1.294354839
O;1611;16;11;9.716666667;4.358333333;77.67916667;1.270833333
O;1612;16;12;6.794354839;3.092741935;77.9233871;0.306451613
O;1701;17;1;3.467741935;5.016129032;70.03629032;1.02016129
O;1702;17;2;8.660714286;5.129464286;77.62053571;1.075892857
O;1703;17;3;11.01209677;4.741935484;69.39919355;1.181451613
O;1704;17;4;12.44166667;5.116666667;57.86666667;0.5
O;1705;17;5;16.78629032;4.028225806;65.16129032;1.25
O;1706;17;6;21.50416667;3.7875;64.79166667;0.929166667
O;1707;17;7;21.83467742;4.685483871;62.56451613;0.552419355
O;1708;17;8;22.03629032;4.096774194;61.56048387;0.745967742
O;1709;17;9;16.39583333;4.1375;67.4125;0.8375
O;1710;17;10;15.2016129;4.193548387;70.75806452;0.560483871
O;1711;17;11;8.195833333;5.325;71.10833333;0.675
O;1712;17;12;5.427419355;5;76.91532258;1.201612903
O;1801;18;1;8.443548387;5.451612903;80.16129032;1.963709677
O;1802;18;2;4.142857143;4.955357143;70.75446429;1.433035714
O;1803;18;3;8.423387097;5.330645161;73.27822581;1.544354839
O;1804;18;4;13.38333333;4.404166667;71.2;1.583333333
O;1805;18;5;15.31854839;4.524193548;73.3266129;1.834677419
O;1806;18;6;20.10833333;4.283333333;65.6125;1.608333333
O;1807;18;7;23.45967742;3.903225806;56.34677419;1.088709677
O;1808;18;8;22.96370968;4.366935484;56.71774194;0.669354839
O;1809;18;9;20.05;3.641666667;61.14583333;0.675
O;1810;18;10;14.375;4.955645161;73.1733871;2.068548387
O;1811;18;11;10.05833333;3.825;81.35416667;1.0625
O;1812;18;12;8.358870968;3.814516129;77.80645161;0.725806452
O;1901;19;1;4.419354839;6.274193548;70.81048387;0.862903226
O;1902;19;2;8.348214286;3.892857143;69.47321429;0.473214286
O;1903;19;3;10.31854839;5.483870968;60.27016129;0.262096774
O;1904;19;4;11.54166667;5.15;67.32083333;1.525
O;1905;19;5;14.15725806;5.806451613;62.85483871;1.14516129
O;1906;19;6;19.99583333;3.770833333;62.5;0.708333333
O;1907;19;7;23.71370968;4.185483871;55.66532258;0.673387097
O;1908;19;8;22.31854839;3.673387097;57.4516129;0.77016129
O;1909;19;9;19.0375;4;62.21666667;0.770833333
O;1910;19;10;15.49596774;3.919354839;78.46774194;1.846774194
O;1911;19;11;8.591666667;4.291666667;79.89166667;1.85
O;1912;19;12;8.862903226;4.967741935;77.94354839;1.298387097
O;2001;20;1;7.076612903;3.866935484;79.99193548;1.165322581
O;2002;20;2;9.685344828;4.370689655;73.34051724;0.448275862
O;2003;20;3;9.64516129;4.758064516;70.76612903;1.036290323
O;2004;20;4;13.70416667;3.745833333;71.90416667;1.508333333
O;2005;20;5;17.84677419;4.431451613;67.21370968;1.370967742
O;2006;20;6;18.7;4.325;68.2375;1.325
O;2007;20;7;22.66935484;4.673387097;57.22177419;0.237903226
O;2008;20;8;22.75;4.27016129;61.30645161;0.778225806
O;2009;20;9;18.95;4.308333333;65.72083333;1.1875
O;2010;20;10;12.69758065;4.439516129;78.69354839;1.326612903
O;2011;20;11;10.94166667;3.708333333;79.94583333;0.7
O;2012;20;12;6.762096774;4.483870968;80.33467742;1.713709677
O;2101;21;1;4.919354839;4.939516129;72.99193548;1.096774194
O;2102;21;2;9.504464286;4.602678571;81.40178571;0.732142857
O;2103;21;3;9.495967742;4.899193548;65.11693548;0.318548387
O;2104;21;4;11.22916667;4.504166667;57.8375;0.525
O;2105;21;5;14.49193548;4.391129032;61.78225806;1.048387097
O;2106;21;6;20.5625;4.383333333;61.43333333;1.470833333
O;2107;21;7;21.09274194;4.350806452;61.56451613;0.899193548
O;2108;21;8;20.91129032;3.907258065;59.42741935;0.411290323
O;2109;21;9;19.37916667;3.283333333;72.0875;1.579166667
O;2110;21;10;13.79435484;4.201612903;67.68145161;0.689516129
PACA;1301;13;1;5.725806452;4.721774194;72.04435484;0.778225806
PACA;1302;13;2;4.933035714;5.848214286;64.26785714;0.549107143
PACA;1303;13;3;9.024193548;5.875;68.76209677;1.379032258
PACA;1304;13;4;12.8125;4.075;71.09583333;0.845833333
PACA;1305;13;5;14.53225806;5.983870968;65.61290323;1.068548387
PACA;1306;13;6;19.52916667;5.833333333;56.5;0.254166667
PACA;1307;13;7;23.98790323;3.915322581;58.43951613;0.532258065
PACA;1308;13;8;23.39919355;4.447580645;55.64516129;0.221774194
PACA;1309;13;9;19.6375;4.816666667;62.75;0.333333333
PACA;1310;13;10;16.78629032;4.266129032;71.01209677;0.64516129
PACA;1311;13;11;10.0125;5.4;69.9125;0.95
PACA;1312;13;12;8.197580645;3.75;76.26612903;1.072580645
PACA;1401;14;1;8.076612903;4.870967742;75.42741935;1.600806452
PACA;1402;14;2;8.383928571;4.78125;73.48660714;1.495535714
PACA;1403;14;3;10.90725806;4.282258065;64.54032258;0.334677419
PACA;1404;14;4;14.30416667;4.925;62.97083333;0.141666667
PACA;1405;14;5;16.33064516;6.040322581;56.02419355;0.294354839
PACA;1406;14;6;21.40833333;4.3125;54.24583333;0.591666667
PACA;1407;14;7;21.97983871;6.165322581;56.95967742;0.459677419
PACA;1408;14;8;21.89112903;4.790322581;59.80645161;0.560483871
PACA;1409;14;9;20.5;4.366666667;65.52083333;0.4625
PACA;1410;14;10;17.36693548;4.084677419;72.31854839;0.919354839
PACA;1411;14;11;12.9875;4.5;75.90416667;3.170833333
PACA;1412;14;12;8.092741935;5.697580645;72.27822581;1.036290323
PACA;1501;15;1;6.995967742;4.834677419;72.06048387;0.661290323
PACA;1502;15;2;6.59375;4.727678571;70.30357143;1.084821429
PACA;1503;15;3;10.73387097;5.10483871;69.04032258;0.407258065
PACA;1504;15;4;13.42083333;4.9125;63.00833333;0.516666667
PACA;1505;15;5;17.7016129;5.278225806;57.41532258;0.233870968
PACA;1506;15;6;22.17083333;4.470833333;55.84166667;0.691666667
PACA;1507;15;7;26.05645161;4.612903226;50.35887097;0.052419355
PACA;1508;15;8;23.30241935;4.370967742;57.5;0.431451613
PACA;1509;15;9;19.07083333;5.0375;60.84583333;0.479166667
PACA;1510;15;10;14.52016129;3.891129032;75.45564516;1.39516129
PACA;1511;15;11;11.6375;4.375;74.34583333;0.329166667
PACA;1512;15;12;9.899193548;2.387096774;83.55645161;0.181451613
PACA;1601;16;1;7.741935484;3.677419355;80.61290323;0.52016129
PACA;1602;16;2;8.797413793;5.24137931;72.43103448;0.926724138
PACA;1603;16;3;9.705645161;5.133064516;67.125;0.383064516
PACA;1604;16;4;13.59166667;5.891666667;61.44166667;0.316666667
PACA;1605;16;5;16.20967742;6.338709677;58.70564516;0.580645161
PACA;1606;16;6;20.33333333;5.345833333;58.66666667;0.4125
PACA;1607;16;7;23.81048387;4.97983871;53.03629032;0.217741935
PACA;1608;16;8;23.5766129;4.544354839;53.40725806;0.092741935
PACA;1609;16;9;21.20416667;4.120833333;61.55416667;0.4
PACA;1610;16;10;14.24193548;4.225806452;71.28225806;0.782258065
PACA;1611;16;11;10.35;4.483333333;74.8875;1.3
PACA;1612;16;12;8.532258065;2.782258065;77.09274194;0.116935484
PACA;1701;17;1;5.899193548;5.024193548;69.49596774;0.286290323
PACA;1702;17;2;9.825892857;4.866071429;67.08928571;0.517857143
PACA;1703;17;3;11.93951613;4.225806452;66.78225806;0.72983871
PACA;1704;17;4;13.32916667;5.429166667;58.24583333;0.491666667
PACA;1705;17;5;17.24193548;4.298387097;56.59274194;0.588709677
PACA;1706;17;6;22.84583333;4.458333333;52.3;0.370833333
PACA;1707;17;7;23.94758065;5.653225806;43.83870968;0.10483871
PACA;1708;17;8;24.18548387;4.552419355;46.22580645;0.22983871
PACA;1709;17;9;17.79166667;4.954166667;57.00416667;0.45
PACA;1710;17;10;16.34274194;4.721774194;61.77822581;0.004032258
PACA;1711;17;11;9.816666667;5.583333333;63.05833333;0.416666667
PACA;1712;17;12;5.85483871;4.153225806;72.60887097;1.036290323
PACA;1801;18;1;9.266129032;4.923387097;69.87903226;1.068548387
PACA;1802;18;2;5.308035714;5.129464286;62.58035714;0.589285714
PACA;1803;18;3;9.14516129;5.721774194;65.80241935;1.209677419
PACA;1804;18;4;14.89166667;4.6375;63.45833333;0.879166667
PACA;1805;18;5;17.25806452;3.790322581;68.13306452;0.745967742
PACA;1806;18;6;21.42916667;4.2875;59.48333333;0.616666667
PACA;1807;18;7;24.90725806;4.467741935;52.51209677;0.334677419
PACA;1808;18;8;24.43951613;4.459677419;53.16532258;0.427419355
PACA;1809;18;9;21.55833333;3.7625;62.55833333;0.183333333
PACA;1810;18;10;16.77419355;4.342741935;73.01209677;1.919354839
PACA;1811;18;11;11.9625;4.491666667;77.82083333;1.558333333
PACA;1812;18;12;8.262096774;3.693548387;80.30241935;0.387096774
PACA;1901;19;1;5.310483871;6.741935484;67.66129032;0.116935484
PACA;1902;19;2;8.544642857;3.495535714;74.01785714;0.450892857
PACA;1903;19;3;11.24596774;5.580645161;60.21370968;0.044354839
PACA;1904;19;4;12.61666667;5.225;60.49166667;0.933333333
PACA;1905;19;5;15.25;6.338709677;59.49193548;0.346774194
PACA;1906;19;6;22.325;4.116666667;55.77083333;0.291666667
PACA;1907;19;7;25.06854839;4.733870968;55.2983871;0.403225806
PACA;1908;19;8;24.66532258;4.185483871;57.25403226;0.100806452
PACA;1909;19;9;20.86666667;4.8;62.1;0.508333333
PACA;1910;19;10;16.99193548;5.100806452;73.10483871;1.233870968
PACA;1911;19;11;10.38333333;4.504166667;78.725;2.266666667
PACA;1912;19;12;9.616935484;4.314516129;76.51612903;0.991935484
PACA;2001;20;1;8.338709677;3.657258065;78.31854839;0.383064516
PACA;2002;20;2;9.418103448;4.939655172;71.77586207;0.150862069
PACA;2003;20;3;10.10483871;4.725806452;67.78225806;0.532258065
PACA;2004;20;4;13.99166667;3.275;67.82083333;0.508333333
PACA;2005;20;5;18.05645161;4.153225806;64.89112903;0.713709677
PACA;2006;20;6;20.02916667;5.9;59.45416667;0.654166667
PACA;2007;20;7;23.96370968;4.709677419;55.20967742;0.221774194
PACA;2008;20;8;24.06048387;5.286290323;55.09677419;0.491935484
PACA;2009;20;9;19.95416667;4.258333333;65.61666667;0.733333333
PACA;2010;20;10;13.39112903;5.552419355;70.65322581;0.786290323
PACA;2011;20;11;11.46666667;3.758333333;76.25;0.479166667
PACA;2012;20;12;6.475806452;4.802419355;78.41532258;0.814516129
PACA;2101;21;1;4.923387097;5.064516129;74.91532258;0.721774194
PACA;2102;21;2;9.272321429;3.915178571;75.66964286;0.5
PACA;2103;21;3;9.737903226;4.653225806;67.39516129;0.116935484
PACA;2104;21;4;11.4875;4.616666667;63.72083333;0.866666667
PACA;2105;21;5;15.3266129;5.459677419;64.28629032;0.834677419
PACA;2106;21;6;22.175;4.433333333;57.89583333;0.175
PACA;2107;21;7;23.21370968;5.100806452;57.83467742;0.576612903
PACA;2108;21;8;22.65725806;5;56.45564516;0.314516129
PACA;2109;21;9;20.50416667;3.95;66.85;0.6
PACA;2110;21;10;14.81451613;4.540322581;71.83064516;0.637096774
PDL;1301;13;1;5.903225806;3.35483871;91.03629032;0.391129032
PDL;1302;13;2;5.013392857;4;81.95089286;0.325892857
PDL;1303;13;3;6.903225806;3.923387097;79.73790323;0.314516129
PDL;1304;13;4;9.979166667;3.966666667;74.43333333;0.179166667
PDL;1305;13;5;12.2016129;3.459677419;76.56451613;0.266129032
PDL;1306;13;6;16.42083333;3.475;76.06666667;0.104166667
PDL;1307;13;7;22.05645161;3.588709677;67.91935484;0.201612903
PDL;1308;13;8;19.26209677;2.870967742;70.16532258;0.048387097
PDL;1309;13;9;17.2;3.025;76.23333333;0.2
PDL;1310;13;10;14.77016129;3.342741935;85.33870968;0.427419355
PDL;1311;13;11;8.8625;3.883333333;86.24583333;0.504166667
PDL;1312;13;12;6.858870968;3.625;89.15725806;0.516129032
PDL;1401;14;1;8.193548387;3.975806452;90.69354839;0.528225806
PDL;1402;14;2;8.285714286;5.339285714;84.41071429;0.700892857
PDL;1403;14;3;9.411290323;3.153225806;78.00403226;0.217741935
PDL;1404;14;4;12.13333333;3.554166667;75.32083333;0.225
PDL;1405;14;5;13.71774194;3.600806452;75.15725806;0.217741935
PDL;1406;14;6;18.4625;3.304166667;66.325;0.145833333
PDL;1407;14;7;20.09274194;3.008064516;71.85080645;0.153225806
PDL;1408;14;8;17.27016129;3.205645161;78.56854839;0.419354839
PDL;1409;14;9;18.85;2.770833333;70.14166667;0.008333333
PDL;1410;14;10;14.5766129;2.85483871;83.55645161;0.290322581
PDL;1411;14;11;11.08333333;3.420833333;87.8625;0.55
PDL;1412;14;12;6.943548387;3.133064516;84.91129032;0.197580645
PDL;1501;15;1;6.423387097;3.556451613;87.09274194;0.407258065
PDL;1502;15;2;5.236607143;3.794642857;80.71875;0.330357143
PDL;1503;15;3;8.866935484;3.745967742;78.76209677;0.14516129
PDL;1504;15;4;12.92916667;3.391666667;69.28333333;0.141666667
PDL;1505;15;5;14.12096774;3.350806452;78.48790323;0.419354839
PDL;1506;15;6;18.36666667;3.075;67.275;0.116666667
PDL;1507;15;7;19.39112903;3.370967742;71.39516129;0.153225806
PDL;1508;15;8;19.21370968;2.963709677;73.57258065;0.342741935
PDL;1509;15;9;15.20416667;3.283333333;74.575;0.325
PDL;1510;15;10;12.36693548;3.120967742;81.02419355;0.225806452
PDL;1511;15;11;12.5;3.654166667;86.67916667;0.241666667
PDL;1512;15;12;10.02016129;3.649193548;87.38306452;0.181451613
PDL;1601;16;1;7.637096774;4.161290323;86.56854839;0.580645161
PDL;1602;16;2;7.478448276;4.443965517;81.66810345;0.413793103
PDL;1603;16;3;7.919354839;4.310483871;75.81854839;0.318548387
PDL;1604;16;4;9.825;3.2875;73.625;0.1375
PDL;1605;16;5;14.53629032;3.14516129;75.48387097;0.391129032
PDL;1606;16;6;17.27916667;3.058333333;81.425;0.2125
PDL;1607;16;7;19.40725806;2.919354839;73.04435484;0.064516129
PDL;1608;16;8;20.60080645;2.891129032;67.33064516;0.040322581
PDL;1609;16;9;18.35416667;2.5;76.175;0.1375
PDL;1610;16;10;11.77419355;2.915322581;79.55645161;0.169354839
PDL;1611;16;11;9.020833333;3.725;84.27916667;0.35
PDL;1612;16;12;6.205645161;2.641129032;90.45564516;0.024193548
PDL;1701;17;1;3.963709677;3.040322581;83.07258065;0.133064516
PDL;1702;17;2;8.008928571;3.883928571;83.84375;0.272321429
PDL;1703;17;3;10.68145161;3.850806452;80.81451613;0.274193548
PDL;1704;17;4;11.33333333;3.016666667;67.25;0.05
PDL;1705;17;5;16.21774194;3.540322581;72.31451613;0.282258065
PDL;1706;17;6;19.42916667;3.2875;69.2875;0.1625
PDL;1707;17;7;20.02016129;3.467741935;72.32258065;0.205645161
PDL;1708;17;8;19.39112903;2.971774194;70.56854839;0.149193548
PDL;1709;17;9;15.08333333;2.920833333;81.2625;0.254166667
PDL;1710;17;10;14.54435484;2.673387097;85.06048387;0.125
PDL;1711;17;11;8.395833333;2.7;87.14166667;0.158333333
PDL;1712;17;12;6.931451613;3.504032258;88.8266129;0.427419355
PDL;1801;18;1;9.004032258;4.721774194;90.43951613;0.439516129
PDL;1802;18;2;3.995535714;3.928571429;79.86160714;0.290178571
PDL;1803;18;3;7.983870968;4.435483871;82.96774194;0.39516129
PDL;1804;18;4;12.75833333;3.079166667;79.1;0.2375
PDL;1805;18;5;15.74193548;2.891129032;73.875;0.141129032
PDL;1806;18;6;19.64166667;2.95;72.91666667;0.654166667
PDL;1807;18;7;21.58870968;2.60483871;70.60080645;0.306451613
PDL;1808;18;8;20.24193548;2.495967742;72.49193548;0.141129032
PDL;1809;18;9;17.55;2.970833333;69.5125;0.029166667
PDL;1810;18;10;13.39516129;3.282258065;79.04032258;0.125
PDL;1811;18;11;8.866666667;3.8;88.34583333;0.65
PDL;1812;18;12;8.681451613;4.161290323;91.53629032;0.548387097
PDL;1901;19;1;5.745967742;3.096774194;84.7016129;0.112903226
PDL;1902;19;2;8.214285714;3.397321429;81.91071429;0.174107143
PDL;1903;19;3;10;4.5;76.62903226;0.193548387
PDL;1904;19;4;11.49166667;3.766666667;71.89583333;0.179166667
PDL;1905;19;5;13.79435484;3.504032258;70.65322581;0.153225806
PDL;1906;19;6;18.27916667;3.45;73.24583333;0.204166667
PDL;1907;19;7;21.91532258;3.475806452;60.70967742;0.044354839
PDL;1908;19;8;19.78629032;3.22983871;71.76209677;0.137096774
PDL;1909;19;9;17.46666667;3.954166667;71.70416667;0.233333333
PDL;1910;19;10;14.10080645;3.600806452;88.39919355;0.391129032
PDL;1911;19;11;8.529166667;3.7625;90.44166667;0.7375
PDL;1912;19;12;8.14516129;4.298387097;89.09274194;0.407258065
PDL;2001;20;1;8.120967742;4.310483871;88.89919355;0.290322581
PDL;2002;20;2;9.693965517;5.49137931;84.81034483;0.456896552
PDL;2003;20;3;9.576612903;4.435483871;75.51209677;0.322580645
PDL;2004;20;4;14.30416667;3.408333333;71.60416667;0.204166667
PDL;2005;20;5;16.85887097;3.774193548;65.10887097;0.153225806
PDL;2006;20;6;17.1875;3.545833333;75.09166667;0.425
PDL;2007;20;7;19.81048387;3.423387097;66.68951613;0.016129032
PDL;2008;20;8;20.33064516;3.02016129;74.83467742;0.326612903
PDL;2009;20;9;17.8875;2.995833333;73.8625;0.1875
PDL;2010;20;10;12.48387097;4.02016129;84.52822581;0.463709677
PDL;2011;20;11;10.3625;3.316666667;85.86666667;0.191666667
PDL;2012;20;12;7.713709677;4.133064516;88.83870968;0.516129032
PDL;2101;21;1;5.241935484;3.814516129;88.89919355;0.391129032
PDL;2102;21;2;7.75;4.580357143;80.51785714;0.232142857
PDL;2103;21;3;8.834677419;3.661290323;73.56854839;0.056451613
PDL;2104;21;4;10.87083333;3.8375;59.01666667;0.020833333
PDL;2105;21;5;13.27822581;4.524193548;74.31451613;0.330645161
PDL;2106;21;6;18.60416667;2.7625;75.15833333;0.358333333
PDL;2107;21;7;19.18548387;3.637096774;75.44758065;0.177419355
PDL;2108;21;8;18.18548387;3.290322581;75.50403226;0.084677419
PDL;2109;21;9;18.62083333;3.1;74.15416667;0.1125
PDL;2110;21;10;13.01612903;3.177419355;82.62903226;0.564516129
